N;E_ID;point_N;T_ID;year;month;day;hour;min;sec;lat;lon
437;108857;13;28;2007;4;4;20;21;39;45.50369;9.177299
438;108857;14;28;2007;4;4;20;24;28;45.503708;9.179044
439;109135;1;29;2007;4;4;6;13;50;45.433723;9.113801
440;109135;2;29;2007;4;4;6;33;36;45.441303;9.130387
441;109135;3;29;2007;4;4;6;38;13;45.447563;9.154096
442;109135;4;29;2007;4;4;6;44;45;45.448727;9.172967
443;109135;5;29;2007;4;4;6;54;20;45.45173;9.190606
444;109135;6;29;2007;4;4;7;1;29;45.45361;9.176496
445;109135;7;29;2007;4;4;7;7;3;45.456036;9.15548
446;109135;8;29;2007;4;4;7;11;17;45.460007;9.137756
447;109135;9;29;2007;4;4;7;14;12;45.46231;9.138025
448;109135;10;29;2007;4;4;7;53;9;45.46231;9.138024
449;109135;11;29;2007;4;4;7;59;52;45.46513;9.155688
450;109135;12;29;2007;4;4;8;5;50;45.459927;9.16714
451;109135;13;29;2007;4;4;8;10;30;45.45201;9.18909
452;109135;14;29;2007;4;4;8;16;52;45.457882;9.170266
453;109135;15;29;2007;4;4;8;22;59;45.45372;9.147855
454;109135;16;29;2007;4;4;8;25;42;45.454514;9.149119
455;109135;17;29;2007;4;4;9;35;2;45.45447;9.149001
456;109135;18;29;2007;4;4;9;42;4;45.445286;9.131995
457;109135;19;29;2007;4;4;9;45;7;45.434265;9.118591
458;109135;20;29;2007;4;4;9;53;20;45.433697;9.113662
459;109218;1;30;2007;4;4;16;30;47;45.47079;9.234001
460;109218;2;30;2007;4;4;16;40;15;45.47217;9.248999
461;109218;3;30;2007;4;4;16;42;42;45.47774;9.247803
462;109218;4;30;2007;4;4;17;34;51;45.47768;9.247834
463;109218;5;30;2007;4;4;17;41;48;45.469784;9.238276
464;109218;6;30;2007;4;4;17;42;59;45.470894;9.234568
465;109218;7;30;2007;4;4;19;55;13;45.470894;9.234568
466;109218;8;30;2007;4;4;20;2;3;45.470238;9.212955
467;109218;9;30;2007;4;4;20;5;42;45.467525;9.209914
468;109218;10;30;2007;4;4;22;46;16;45.467358;9.210081
469;109325;1;31;2007;4;4;15;39;38;45.52997;9.05477
470;109325;2;31;2007;4;4;15;40;10;45.52421;9.06089
471;109325;3;31;2007;4;4;15;40;42;45.52348;9.063223
472;109325;4;31;2007;4;4;15;41;13;45.5246;9.067409
473;109325;5;31;2007;4;4;15;41;46;45.521275;9.069835
474;109325;6;31;2007;4;4;15;42;17;45.51856;9.070842
475;109325;7;31;2007;4;4;15;42;50;45.517727;9.071927
476;109325;8;31;2007;4;4;15;43;17;45.517723;9.071991
477;109325;9;31;2007;4;4;16;7;17;45.517776;9.071856
478;109325;10;31;2007;4;4;16;10;29;45.523846;9.062173
479;109325;11;31;2007;4;4;16;11;1;45.52443;9.060755
480;109325;12;31;2007;4;4;16;11;33;45.52833;9.056492
481;109325;13;31;2007;4;4;20;54;12;45.55509;9.086889
482;109446;1;32;2007;4;4;13;18;9;45.552914;9.157701
483;109446;2;32;2007;4;4;13;23;21;45.536446;9.160292
484;109446;3;32;2007;4;4;13;31;39;45.525597;9.166638
485;109446;4;32;2007;4;4;14;37;38;45.525642;9.166629
486;109446;5;32;2007;4;4;14;42;32;45.529118;9.169692
487;109446;6;32;2007;4;4;14;45;57;45.5308;9.16941
488;109446;7;32;2007;4;4;14;47;42;45.531673;9.172118
489;109446;8;32;2007;4;4;15;30;24;45.531784;9.171983
490;109446;9;32;2007;4;4;15;36;33;45.527763;9.163841
491;109446;10;32;2007;4;4;15;40;19;45.53862;9.164547
492;109446;11;32;2007;4;4;15;40;52;45.539383;9.167793
493;109446;12;32;2007;4;4;15;41;24;45.539467;9.167692
494;109446;13;32;2007;4;4;15;41;57;45.53948;9.167654
495;109446;14;32;2007;4;4;16;22;38;45.550507;9.158713
496;109874;1;33;2007;4;4;5;50;17;45.52774;9.26582
497;109874;2;33;2007;4;4;5;59;41;45.51103;9.261618
498;109874;3;33;2007;4;4;6;1;49;45.493904;9.253527
499;109874;4;33;2007;4;4;6;5;46;45.476383;9.253534
500;109874;5;33;2007;4;4;6;8;1;45.458748;9.251172
501;109874;6;33;2007;4;4;6;9;43;45.44192;9.257289
502;109874;7;33;2007;4;4;6;11;25;45.429054;9.244318
503;109874;8;33;2007;4;4;6;14;51;45.425365;9.240075
504;109874;9;33;2007;4;4;6;16;58;45.415665;9.225648
505;109874;10;33;2007;4;4;6;19;29;45.429874;9.212952
506;109874;11;33;2007;4;4;6;25;22;45.423126;9.203922
507;109874;12;33;2007;4;4;6;32;59;45.414368;9.207282
508;110563;1;34;2007;4;4;8;50;44;45.550762;9.055128
509;110563;2;34;2007;4;4;8;52;56;45.539913;9.075541
510;110563;3;34;2007;4;4;8;54;1;45.528828;9.096155
511;110563;4;34;2007;4;4;8;55;13;45.51734;9.115936
512;110563;5;34;2007;4;4;8;56;39;45.504093;9.130472
513;110563;6;34;2007;4;4;9;1;33;45.491955;9.147217
514;110563;7;34;2007;4;4;9;6;36;45.48008;9.16643
515;110563;8;34;2007;4;4;9;14;58;45.467632;9.180837
516;110563;9;34;2007;4;4;9;17;5;45.467583;9.18206
517;110563;10;34;2007;4;4;12;28;51;45.46758;9.182067
518;110563;11;34;2007;4;4;12;38;3;45.477737;9.169503
519;110563;12;34;2007;4;4;12;43;12;45.490383;9.151036
520;110563;13;34;2007;4;4;12;48;28;45.500942;9.130771
521;110563;14;34;2007;4;4;12;49;59;45.516315;9.119806
522;110563;15;34;2007;4;4;12;51;10;45.527428;9.099148
523;110563;16;34;2007;4;4;12;52;22;45.538837;9.077822
524;110563;17;34;2007;4;4;12;54;28;45.550053;9.056885
525;110826;1;35;2007;4;4;18;18;38;45.524075;9.233748
526;110826;2;35;2007;4;4;18;25;6;45.523533;9.213347
527;110826;3;35;2007;4;4;18;33;19;45.528404;9.216956
528;110826;4;35;2007;4;4;18;49;51;45.528416;9.216931
529;110826;5;35;2007;4;4;18;57;15;45.522266;9.212382
530;110826;6;35;2007;4;4;19;2;27;45.52475;9.232199
531;110826;7;35;2007;4;4;19;11;38;45.52475;9.232199
532;110826;8;35;2007;4;4;19;13;11;45.509945;9.235718
533;110826;9;35;2007;4;4;19;15;32;45.514095;9.225153
534;110826;10;35;2007;4;4;19;20;35;45.49625;9.219865
535;110826;11;35;2007;4;4;19;26;16;45.479443;9.210058
536;110826;12;35;2007;4;4;19;30;58;45.4634;9.206368
537;110826;13;35;2007;4;4;19;39;50;45.451996;9.200567
538;110826;14;35;2007;4;4;19;45;35;45.455063;9.176996
539;110826;15;35;2007;4;4;19;52;56;45.45654;9.177681
540;110826;16;35;2007;4;4;22;12;22;45.456543;9.177326
541;110826;17;35;2007;4;4;22;19;12;45.47275;9.203603
542;110826;18;35;2007;4;4;22;27;11;45.49914;9.219677
543;110826;19;35;2007;4;4;22;32;11;45.51562;9.225524
544;110826;20;35;2007;4;4;22;36;14;45.52429;9.232185
545;110964;1;36;2007;4;4;10;9;58;45.528713;9.189005
546;110964;2;36;2007;4;4;10;11;24;45.52851;9.188849
547;110964;3;36;2007;4;4;10;14;42;45.52851;9.188849
548;110964;4;36;2007;4;4;10;21;58;45.51892;9.206173
549;110964;5;36;2007;4;4;10;26;9;45.504658;9.212203
550;110964;6;36;2007;4;4;10;31;20;45.48943;9.213936
551;110964;7;36;2007;4;4;10;38;0;45.484604;9.216173
552;110964;8;36;2007;4;4;11;44;17;45.48426;9.216011
553;110964;9;36;2007;4;4;11;53;17;45.485584;9.226572
554;110964;10;36;2007;4;4;11;57;44;45.487972;9.228155
555;110964;11;36;2007;4;4;12;14;50;45.487972;9.228155
556;110964;12;36;2007;4;4;12;21;41;45.500706;9.220181
557;110964;13;36;2007;4;4;12;29;56;45.512104;9.220467
558;110964;14;36;2007;4;4;12;35;11;45.521793;9.224087
559;110964;15;36;2007;4;4;12;40;55;45.522587;9.206854
560;110964;16;36;2007;4;4;12;45;19;45.50776;9.195742
561;110964;17;36;2007;4;4;12;46;51;45.509262;9.190604
562;110964;18;36;2007;4;4;14;17;22;45.509293;9.190504
563;110964;19;36;2007;4;4;14;24;48;45.525215;9.192519
564;110964;20;36;2007;4;4;14;27;40;45.529003;9.188219
565;111124;1;37;2007;4;4;15;29;14;45.55913;9.256924
566;111124;2;37;2007;4;4;15;29;50;45.55709;9.263303
567;111124;3;37;2007;4;4;15;30;22;45.553856;9.266455
568;111124;4;37;2007;4;4;15;30;54;45.554893;9.268445
569;111124;5;37;2007;4;4;15;31;27;45.556286;9.270938
570;111124;6;37;2007;4;4;15;31;58;45.556858;9.274219
571;111124;7;37;2007;4;4;15;32;31;45.557415;9.277589
572;111124;8;37;2007;4;4;16;55;55;45.55696;9.272535
573;111124;9;37;2007;4;4;16;56;28;45.556854;9.271139
574;111124;10;37;2007;4;4;16;56;59;45.5569;9.270915
575;111124;11;37;2007;4;4;16;57;31;45.557274;9.26951
576;111124;12;37;2007;4;4;16;58;3;45.557236;9.267269
577;111471;1;38;2007;4;4;18;44;0;45.523148;9.11826
578;111471;2;38;2007;4;4;18;47;36;45.510124;9.135823
579;111471;3;38;2007;4;4;18;51;50;45.498104;9.152944
580;111471;4;38;2007;4;4;18;55;53;45.495235;9.172522
581;111471;5;38;2007;4;4;19;6;32;45.492336;9.194626
582;111471;6;38;2007;4;4;19;8;59;45.49051;9.200009
583;111471;7;38;2007;4;4;19;42;34;45.484367;9.235593
584;111471;8;38;2007;4;4;20;5;38;45.48643;9.217825
585;111471;9;38;2007;4;4;20;12;8;45.49529;9.196125
586;111471;10;38;2007;4;4;20;16;31;45.496574;9.170972
587;111471;11;38;2007;4;4;20;20;47;45.499004;9.151336
588;111471;12;38;2007;4;4;20;23;35;45.509052;9.132623
589;111471;13;38;2007;4;4;20;26;56;45.52159;9.117399
590;111925;1;39;2007;4;4;17;30;46;45.54264;9.279205
591;111925;2;39;2007;4;4;17;31;18;45.54346;9.27619
592;111925;3;39;2007;4;4;17;31;50;45.545574;9.274672
593;111925;4;39;2007;4;4;17;32;22;45.548;9.274117
594;111925;5;39;2007;4;4;17;32;54;45.54858;9.273125
595;111925;6;39;2007;4;4;17;33;27;45.55154;9.267436
596;111925;7;39;2007;4;4;17;33;58;45.553787;9.263374
597;111925;8;39;2007;4;4;17;34;30;45.553787;9.263063
598;111925;9;39;2007;4;4;17;35;3;45.55381;9.261385
599;111925;10;39;2007;4;4;17;35;35;45.555424;9.261078
600;111925;11;39;2007;4;4;17;36;7;45.556084;9.261404
601;111925;12;39;2007;4;4;17;36;39;45.55772;9.265427
602;111925;13;39;2007;4;4;17;37;23;45.55893;9.259881
603;111925;14;39;2007;4;4;21;13;23;45.556217;9.263853
604;111925;15;39;2007;4;4;21;13;54;45.558586;9.266696
605;112246;1;40;2007;4;4;6;59;55;45.38887;9.263541
606;112246;2;40;2007;4;4;7;2;11;45.40634;9.261634
607;112246;3;40;2007;4;4;7;3;57;45.421642;9.251624
608;112246;4;40;2007;4;4;7;13;37;45.43702;9.256406
609;112246;5;40;2007;4;4;7;16;44;45.4545;9.254779
610;112246;6;40;2007;4;4;7;19;35;45.472187;9.252678
611;112246;7;40;2007;4;4;7;21;42;45.49057;9.252182
612;112246;8;40;2007;4;4;7;23;32;45.507423;9.26105
613;112246;9;40;2007;4;4;7;25;23;45.52553;9.262584
614;112246;10;40;2007;4;4;9;5;9;45.535656;9.279359
615;112246;11;40;2007;4;4;9;6;45;45.523933;9.260431
616;112246;12;40;2007;4;4;9;9;57;45.50595;9.259251
617;112246;13;40;2007;4;4;9;11;52;45.48862;9.251451
618;112246;14;40;2007;4;4;9;13;37;45.470478;9.251955
619;112246;15;40;2007;4;4;9;15;33;45.452972;9.255458
620;112246;16;40;2007;4;4;9;17;24;45.435627;9.255255
621;112246;17;40;2007;4;4;9;19;5;45.41964;9.24605
622;112246;18;40;2007;4;4;9;20;47;45.40475;9.26116
623;112246;19;40;2007;4;4;9;22;9;45.38751;9.264815
624;112417;1;41;2007;4;4;16;23;39;45.55013;9.181605
625;112417;2;41;2007;4;4;16;32;59;45.54609;9.163966
626;112417;3;41;2007;4;4;16;41;18;45.531887;9.162315
627;112417;4;41;2007;4;4;16;47;31;45.530884;9.151613
628;112417;5;41;2007;4;4;16;48;57;45.520355;9.129532
629;112417;6;41;2007;4;4;16;50;28;45.50534;9.130523
630;112417;7;41;2007;4;4;16;51;54;45.489643;9.139548
631;112417;8;41;2007;4;4;16;58;11;45.475548;9.147729
632;112417;9;41;2007;4;4;17;4;12;45.465904;9.138497
633;112417;10;41;2007;4;4;18;18;26;45.46591;9.138567
634;112417;11;41;2007;4;4;18;24;18;45.48006;9.151872
635;112417;12;41;2007;4;4;18;27;1;45.493477;9.134501
636;112417;13;41;2007;4;4;18;28;17;45.51006;9.12947
637;112417;14;41;2007;4;4;18;29;39;45.52304;9.135775
638;112417;15;41;2007;4;4;18;31;10;45.533264;9.156944
639;112417;16;41;2007;4;4;18;34;23;45.5403;9.161963
640;112417;17;41;2007;4;4;18;37;13;45.54608;9.174881
641;112417;18;41;2007;4;4;18;47;32;45.548836;9.183408
642;112419;1;42;2007;4;4;7;37;6;45.497856;9.268402
643;112419;2;42;2007;4;4;7;42;49;45.491344;9.246624
644;112419;3;42;2007;4;4;7;51;30;45.48468;9.228679
645;112419;4;42;2007;4;4;7;59;7;45.48619;9.208161
646;112419;5;42;2007;4;4;8;6;57;45.494556;9.185612
647;112419;6;42;2007;4;4;8;14;18;45.504375;9.176434
648;112419;7;42;2007;4;4;8;19;55;45.503616;9.164591
649;112419;8;42;2007;4;4;8;25;11;45.503647;9.169989
650;112419;9;42;2007;4;4;10;56;19;45.503666;9.169911
651;112419;10;42;2007;4;4;11;4;6;45.493652;9.188434
652;112419;11;42;2007;4;4;11;9;26;45.484787;9.210874
653;112419;12;42;2007;4;4;11;16;26;45.485264;9.232013
654;112419;13;42;2007;4;4;11;23;30;45.487244;9.257203
655;112419;14;42;2007;4;4;11;26;48;45.499786;9.268736
656;112419;15;42;2007;4;4;11;29;18;45.498005;9.268501
657;112529;1;43;2007;4;4;7;38;29;45.422504;9.062074
658;112529;2;43;2007;4;4;7;51;46;45.42697;9.081102
659;112529;3;43;2007;4;4;8;41;43;45.42697;9.081102
660;112529;4;43;2007;4;4;8;49;6;45.431194;9.081068
661;112529;5;43;2007;4;4;9;47;24;45.431026;9.080795
662;112529;6;43;2007;4;4;9;51;13;45.443356;9.074013
663;112529;7;43;2007;4;4;9;52;39;45.46177;9.076583
664;112529;8;43;2007;4;4;9;54;0;45.479347;9.074887
665;112529;9;43;2007;4;4;9;55;20;45.496243;9.067038
666;112529;10;43;2007;4;4;9;59;2;45.501007;9.077452
667;112529;11;43;2007;4;4;11;33;57;45.50109;9.077454
668;112529;12;43;2007;4;4;11;37;25;45.49841;9.064209
669;112785;1;44;2007;4;4;17;21;33;45.460346;9.088795
670;112785;2;44;2007;4;4;17;27;14;45.444763;9.099921
671;112785;3;44;2007;4;4;17;31;8;45.433723;9.091001
672;112785;4;44;2007;4;4;17;36;43;45.426834;9.081096
673;112785;5;44;2007;4;4;17;57;51;45.426834;9.081096
674;112785;6;44;2007;4;4;18;1;56;45.43639;9.099969
675;112785;7;44;2007;4;4;18;6;23;45.445316;9.122187
676;112785;8;44;2007;4;4;18;11;16;45.45283;9.145446
677;112785;9;44;2007;4;4;18;12;52;45.453777;9.149573
678;112785;10;44;2007;4;4;20;52;52;45.45387;9.149766
679;112785;11;44;2007;4;4;20;59;1;45.45958;9.129963
680;112785;12;44;2007;4;4;21;1;54;45.453903;9.105557
681;112785;13;44;2007;4;4;21;7;20;45.459797;9.089113
682;112785;14;44;2007;4;4;21;9;0;45.460083;9.088754
683;112789;1;45;2007;4;4;9;12;42;45.485554;9.190572
684;112789;2;45;2007;4;4;9;24;48;45.473545;9.205545
685;112789;3;45;2007;4;4;9;40;7;45.45678;9.204188
686;112789;4;45;2007;4;4;9;47;27;45.452766;9.179851
687;112789;5;45;2007;4;4;9;53;46;45.448116;9.157127
688;112789;6;45;2007;4;4;9;58;55;45.44235;9.141352
689;112789;7;45;2007;4;4;10;5;13;45.442307;9.141299
690;112789;8;45;2007;4;4;10;11;52;45.445454;9.16147
691;112789;9;45;2007;4;4;10;14;38;45.445625;9.16152
692;112789;10;45;2007;4;4;10;19;45;45.460564;9.149264
693;112789;11;45;2007;4;4;10;26;14;45.476673;9.144929
694;112789;12;45;2007;4;4;10;27;25;45.476982;9.145545
695;112789;13;45;2007;4;4;10;28;33;45.476982;9.145545
696;112789;14;45;2007;4;4;10;33;44;45.476982;9.145545
697;112789;15;45;2007;4;4;10;41;4;45.508656;9.130104
698;112789;16;45;2007;4;4;10;44;27;45.54096;9.174027
699;112789;17;45;2007;4;4;10;45;28;45.547565;9.198959
700;112789;18;45;2007;4;4;10;46;13;45.548878;9.219553
701;112789;19;45;2007;4;4;10;46;45;45.551083;9.235135
702;112789;20;45;2007;4;4;10;47;17;45.553284;9.249917
703;112789;21;45;2007;4;4;10;47;48;45.55519;9.262958
704;112789;22;45;2007;4;4;10;48;20;45.556473;9.271379
705;112986;1;46;2007;4;4;8;31;0;45.557976;9.253699
706;112986;2;46;2007;4;4;8;31;32;45.557835;9.253591
707;112986;3;46;2007;4;4;8;32;3;45.555553;9.251472
708;112986;4;46;2007;4;4;8;32;36;45.554207;9.250148
709;112986;5;46;2007;4;4;8;33;7;45.552586;9.248567
710;112986;6;46;2007;4;4;8;33;39;45.55177;9.243791
711;112986;7;46;2007;4;4;8;34;11;45.550983;9.239589
712;112986;8;46;2007;4;4;8;34;43;45.550667;9.238195
713;112986;9;46;2007;4;4;8;35;14;45.549725;9.237469
714;112986;10;46;2007;4;4;8;35;46;45.54971;9.237674
715;112986;11;46;2007;4;4;9;3;52;45.549625;9.237653
716;112986;12;46;2007;4;4;9;6;30;45.559494;9.241371
717;113209;1;47;2007;4;4;12;59;43;45.467026;9.164226
718;113209;2;47;2007;4;4;13;7;55;45.453003;9.179199
719;113209;3;47;2007;4;4;13;15;3;45.45394;9.202583
720;113209;4;47;2007;4;4;13;21;26;45.462315;9.205842
721;113209;5;47;2007;4;4;15;53;43;45.462097;9.206104
722;113209;6;47;2007;4;4;16;3;23;45.456806;9.187502
723;113209;7;47;2007;4;4;16;10;45;45.46022;9.170958
724;113209;8;47;2007;4;4;16;16;10;45.467075;9.163831
725;113209;9;47;2007;4;4;18;5;11;45.466568;9.165278
726;113209;10;47;2007;4;4;18;11;52;45.472496;9.163343
727;113209;11;47;2007;4;4;18;18;3;45.462154;9.14883
728;113209;12;47;2007;4;4;18;18;55;45.46261;9.148878
729;113209;13;47;2007;4;4;18;49;23;45.46258;9.148934
730;113209;14;47;2007;4;4;18;55;51;45.466866;9.165051
731;113209;15;47;2007;4;4;18;56;48;45.466843;9.164968
732;113209;16;47;2007;4;4;19;0;23;45.467216;9.163569
733;113485;1;48;2007;4;4;11;30;26;45.551632;9.238203
734;113485;2;48;2007;4;4;11;32;56;45.54009;9.219508
735;113485;3;48;2007;4;4;11;35;54;45.523205;9.209967
736;113485;4;48;2007;4;4;11;41;20;45.506363;9.200331
737;113485;5;48;2007;4;4;11;45;38;45.497444;9.184827
738;113485;6;48;2007;4;4;11;50;7;45.503067;9.179831
739;113485;7;48;2007;4;4;12;22;4;45.502693;9.179097
740;113485;8;48;2007;4;4;12;29;34;45.48598;9.182328
741;113485;9;48;2007;4;4;12;35;59;45.47011;9.182135
742;113485;10;48;2007;4;4;12;44;11;45.483524;9.180726
743;113485;11;48;2007;4;4;12;49;38;45.48816;9.161577
744;113485;12;48;2007;4;4;12;54;48;45.48667;9.144571
745;113485;13;48;2007;4;4;12;56;32;45.500484;9.130572
746;113485;14;48;2007;4;4;12;58;20;45.515965;9.120239
747;113485;15;48;2007;4;4;12;59;58;45.51453;9.093517
748;113485;16;48;2007;4;4;13;1;39;45.51308;9.06772
749;113485;17;48;2007;4;4;13;4;2;45.501823;9.066272
750;113485;18;48;2007;4;4;13;5;59;45.48372;9.07036
751;113485;19;48;2007;4;4;13;7;45;45.46729;9.077184
752;113485;20;48;2007;4;4;13;9;16;45.449654;9.075365
753;113485;21;48;2007;4;4;13;10;42;45.431324;9.074892
754;113485;22;48;2007;4;4;13;12;44;45.4158;9.088677
755;113485;23;48;2007;4;4;13;14;31;45.40753;9.111747
756;113485;24;48;2007;4;4;13;16;14;45.39774;9.13348
757;113485;25;48;2007;4;4;13;19;26;45.38989;9.148648
758;113485;26;48;2007;4;4;13;23;29;45.3728;9.13881
759;113855;1;49;2007;4;4;9;1;4;45.557087;9.166067
760;113855;2;49;2007;4;4;9;7;11;45.539425;9.161891
761;113855;3;49;2007;4;4;9;9;10;45.523136;9.172374
762;113855;4;49;2007;4;4;9;11;40;45.50667;9.182526
763;113855;5;49;2007;4;4;9;24;24;45.490997;9.181395
764;113855;6;49;2007;4;4;9;32;5;45.473812;9.181366
765;113855;7;49;2007;4;4;9;40;37;45.46233;9.173634
766;113855;8;49;2007;4;4;9;51;29;45.460995;9.172421
767;113855;9;49;2007;4;4;10;47;17;45.460873;9.172266
768;113855;10;49;2007;4;4;10;56;4;45.459003;9.194713
769;113855;11;49;2007;4;4;11;7;4;45.467094;9.195188
770;113855;12;49;2007;4;4;11;11;46;45.467834;9.195536
771;113855;13;49;2007;4;4;13;30;2;45.467823;9.195847
772;113855;14;49;2007;4;4;13;36;50;45.47444;9.204299
773;113855;15;49;2007;4;4;13;42;38;45.483192;9.189384
774;113855;16;49;2007;4;4;13;50;43;45.495827;9.185929
775;113855;17;49;2007;4;4;13;56;42;45.51291;9.179731
776;113855;18;49;2007;4;4;13;58;45;45.527958;9.165707
777;113855;19;49;2007;4;4;14;0;2;45.546185;9.162496
778;114197;1;50;2007;4;4;8;15;28;45.376907;9.145547
779;114197;2;50;2007;4;4;8;18;41;45.392075;9.150254
780;114197;3;50;2007;4;4;8;20;42;45.40445;9.146539
781;114197;4;50;2007;4;4;8;21;53;45.42076;9.157677
782;114197;5;50;2007;4;4;8;23;9;45.436646;9.1708
783;114197;6;50;2007;4;4;8;28;32;45.442734;9.164017
784;114197;7;50;2007;4;4;10;14;57;45.44265;9.163771
785;114197;8;50;2007;4;4;10;19;54;45.430138;9.164661
786;114197;9;50;2007;4;4;10;21;1;45.413273;9.151654
787;114197;10;50;2007;4;4;10;22;14;45.395905;9.141552
788;114197;11;50;2007;4;4;10;25;32;45.387783;9.147558
789;114197;12;50;2007;4;4;10;28;44;45.373055;9.147766
790;114197;13;50;2007;4;4;10;50;30;45.377457;9.146375
791;114197;14;50;2007;4;4;10;54;12;45.390903;9.151786
792;114197;15;50;2007;4;4;10;55;34;45.387375;9.177051
793;114197;16;50;2007;4;4;10;56;40;45.391315;9.203563
794;114197;17;50;2007;4;4;10;57;42;45.38667;9.228229
795;114197;18;50;2007;4;4;10;58;53;45.382748;9.253966
796;114197;19;50;2007;4;4;11;0;40;45.389156;9.263381
797;114197;20;50;2007;4;4;11;2;11;45.40727;9.261237
798;114197;21;50;2007;4;4;11;3;26;45.422207;9.245925
799;114197;22;50;2007;4;4;11;4;37;45.437775;9.256637
800;114197;23;50;2007;4;4;11;5;53;45.45553;9.253975
801;114197;24;50;2007;4;4;11;7;4;45.4736;9.253112
802;114197;25;50;2007;4;4;11;8;15;45.49194;9.252687
803;114197;26;50;2007;4;4;11;9;25;45.50858;9.261776
804;114197;27;50;2007;4;4;11;10;34;45.52604;9.263332
805;114214;1;51;2007;4;4;10;58;1;45.394352;9.214072
806;114214;2;51;2007;4;4;11;0;29;45.391388;9.211801
807;114214;3;51;2007;4;4;11;1;1;45.386326;9.214287
808;114214;4;51;2007;4;4;11;1;33;45.38213;9.220637
809;114214;5;51;2007;4;4;11;2;6;45.37932;9.219432
810;114214;6;51;2007;4;4;11;2;37;45.378826;9.215088
811;114214;7;51;2007;4;4;11;3;7;45.37868;9.214685
812;114214;8;51;2007;4;4;11;7;45;45.37868;9.214686
813;114214;9;51;2007;4;4;11;10;16;45.38947;9.212332
814;114214;10;51;2007;4;4;11;10;49;45.394253;9.211246
815;114214;11;51;2007;4;4;11;11;22;45.394745;9.212178
816;114214;12;51;2007;4;4;11;11;44;45.39478;9.212129
817;114214;13;51;2007;4;4;12;21;26;45.395054;9.212222
818;114214;14;51;2007;4;4;12;22;57;45.394672;9.21421
819;114214;15;51;2007;4;4;14;29;27;45.394672;9.21421
820;114288;1;52;2007;4;4;14;19;33;45.5556;9.239771
821;114288;2;52;2007;4;4;14;20;5;45.55018;9.237316
822;114288;3;52;2007;4;4;14;20;37;45.54761;9.230601
823;114288;4;52;2007;4;4;14;21;9;45.54802;9.228601
824;114288;5;52;2007;4;4;14;21;41;45.546265;9.230462
825;114288;6;52;2007;4;4;14;22;13;45.54431;9.231181
826;114288;7;52;2007;4;4;14;22;45;45.544243;9.231542
827;114288;8;52;2007;4;4;14;23;28;45.54527;9.232245
828;114288;9;52;2007;4;4;14;24;10;45.544308;9.231384
829;114288;10;52;2007;4;4;14;24;41;45.544624;9.231851
830;114288;11;52;2007;4;4;14;25;31;45.54538;9.231559
831;114288;12;52;2007;4;4;14;26;2;45.54583;9.233151
832;114288;13;52;2007;4;4;14;26;36;45.545902;9.232977
833;114288;14;52;2007;4;4;16;38;49;45.545746;9.232586
834;114288;15;52;2007;4;4;16;53;53;45.55267;9.227855
835;115491;1;53;2007;4;4;6;34;18;45.557423;9.276755
836;115491;2;53;2007;4;4;6;40;31;45.553658;9.251638
837;115491;3;53;2007;4;4;6;48;55;45.549767;9.225856
838;115491;4;53;2007;4;4;6;52;16;45.547882;9.200254
839;115491;5;53;2007;4;4;6;55;0;45.541573;9.176039
840;115491;6;53;2007;4;4;6;58;27;45.531902;9.153738
841;115491;7;53;2007;4;4;7;0;19;45.52154;9.132304
842;115491;8;53;2007;4;4;7;1;48;45.51512;9.107826
843;115491;9;53;2007;4;4;7;7;53;45.513958;9.082008
844;115491;10;53;2007;4;4;7;15;40;45.51167;9.055039
845;115541;1;54;2007;4;4;15;7;40;45.541553;9.224376
846;115541;2;54;2007;4;4;15;16;55;45.551865;9.238476
847;115541;3;54;2007;4;4;15;21;12;45.547203;9.228212
848;115541;4;54;2007;4;4;15;24;42;45.54731;9.231888
849;115541;5;54;2007;4;4;16;2;51;45.547348;9.231933
850;115541;6;54;2007;4;4;19;0;46;45.541695;9.224665
851;115541;7;54;2007;4;4;19;9;54;45.537384;9.237618
852;115541;8;54;2007;4;4;19;40;51;45.537384;9.237618
853;115541;9;54;2007;4;4;19;45;8;45.52304;9.223926
854;115541;10;54;2007;4;4;19;48;22;45.517067;9.206377
855;115541;11;54;2007;4;4;19;52;19;45.508705;9.191046
856;115541;12;54;2007;4;4;19;56;18;45.49751;9.19164
857;115541;13;54;2007;4;4;20;0;46;45.485554;9.19082
858;115541;14;54;2007;4;4;20;7;50;45.48409;9.196448
859;115541;15;54;2007;4;4;20;10;15;45.484932;9.194794
860;115541;16;54;2007;4;4;20;34;23;45.485874;9.193215
861;115541;17;54;2007;4;4;20;39;35;45.497925;9.197937
862;115541;18;54;2007;4;4;20;43;59;45.51463;9.20832
863;115541;19;54;2007;4;4;20;47;40;45.53149;9.217899
864;115541;20;54;2007;4;4;20;52;44;45.543816;9.223455
865;115541;21;54;2007;4;4;20;56;37;45.541733;9.224575
